"idade_pessoa";"salario_anual";"tipo_imovel";"anos_trabalhados";"motivo_emprestimo";"pontuacao_emprestimo";"valor_emprestimo";"taxa_juros";"possibilidade_inadimplencia";"renda_percentual";"foi_inadimplente";"anos_primeiro_emprestimo"
28;30996;"Rent";0.0;"Debtconsolidation";"A";8000;7.29;0;0.26;"N";10
31;100000;"Rent";5.0;"Venture";"A";10000;0.0;0;0.1;"N";8
23;78885;"Own";2.0;"Venture";"B";20000;12.42;0;0.25;"N";3
25;122000;"Mortgage";1.0;"Personal";"C";35000;13.8;0;0.29;"Y";3
36;72000;"Mortgage";8.0;"Medical";"A";3500;6.99;0;0.05;"N";13
30;105000;"Mortgage";5.0;"Education";"B";20000;11.83;0;0.19;"N";5
24;54000;"Rent";5.0;"Personal";"B";10000;10.37;1;0.19;"N";2
28;60000;"Rent";2.0;"Debtconsolidation";"B";3000;11.49;0;0.05;"N";5
23;64000;"Rent";7.0;"Debtconsolidation";"C";3500;14.72;1;0.05;"Y";2
22;30000;"Rent";2.0;"Personal";"B";6000;12.42;0;0.2;"N";4
22;54996;"Rent";5.0;"Debtconsolidation";"A";7200;7.66;0;0.13;"N";2
27;60000;"Rent";0.0;"Personal";"A";3500;9.32;0;0.06;"N";7
23;22800;"Rent";5.0;"Debtconsolidation";"A";1775;6.99;0;0.08;"N";2
33;116000;"Other";2.0;"Homeimprovement";"C";2000;0.0;0;0.05;"N";3
24;54000;"Mortgage";1.0;"Debtconsolidation";"A";1500;5.42;1;0.03;"N";3
33;24000;"Rent";0.0;"Debtconsolidation";"C";2000;14.35;0;0.08;"Y";8
23;62000;"Mortgage";3.0;"Venture";"A";4000;8.9;0;0.06;"N";2
23;48000;"Rent";7.0;"Debtconsolidation";"C";3500;13.98;0;0.07;"N";4
28;44340;"Mortgage";0.0;"Personal";"A";2600;7.14;1;0.06;"N";6
24;83000;"Rent";5.0;"Personal";"C";27000;13.49;1;0.33;"Y";2
28;48000;"Rent";0.0;"Homeimprovement";"C";7000;12.68;1;0.15;"N";10
33;33500;"Rent";0.0;"Education";"A";6000;0.0;0;0.18;"N";9
30;40000;"Rent";0.0;"Venture";"A";15000;13.49;0;0.375;"Y";4
27;96000;"Rent";7.0;"Homeimprovement";"B";7500;9.83;0;0.08;"N";10
23;72000;"Rent";7.0;"Personal";"A";3000;7.43;0;0.04;"N";2
24;135000;"Mortgage";8.0;"Venture";"A";5225;7.49;0;0.04;"N";3
29;54548;"Mortgage";8.0;"Venture";"A";6000;7.14;0;0.11;"N";9
24;91800;"Rent";4.0;"Personal";"C";25000;13.43;0;0.27;"Y";3
24;19764;"Own";0.0;"Venture";"C";4800;13.61;1;0.24;"Y";3
22;48048;"Rent";2.0;"Medical";"B";5000;11.36;0;0.1;"N";4
31;8000;"Rent";0.0;"Education";"A";4000;0.0;1;0.5;"N";7
23;43000;"Mortgage";7.0;"Debtconsolidation";"B";7200;10.59;0;0.17;"N";3
33;53796;"Rent";1.0;"Debtconsolidation";"B";10500;11.14;0;0.2;"N";6
29;70000;"Mortgage";7.0;"Medical";"B";4000;11.86;0;0.06;"N";6
23;35000;"Mortgage";7.0;"Education";"C";5000;12.98;1;0.14;"Y";3
26;92652;"Rent";4.0;"Venture";"C";10000;13.23;0;0.11;"Y";2
29;28000;"Rent";2.0;"Personal";"D";5000;16.07;1;0.18;"N";8
37;65004;"Mortgage";5.0;"Medical";"B";17000;11.26;0;0.26;"N";13
23;22000;"Mortgage";5.0;"Debtconsolidation";"A";1550;7.49;1;0.07;"N";2
22;32340;"Rent";6.0;"Debtconsolidation";"A";7000;6.62;0;0.22;"N";2
28;100000;"Mortgage";6.0;"Debtconsolidation";"B";10000;0.0;0;0.1;"N";5
25;54000;"Rent";2.0;"Personal";"B";10000;11.46;0;0.19;"N";4
22;48000;"Rent";6.0;"Education";"C";15000;15.96;1;0.31;"N";3
34;48000;"Mortgage";3.0;"Personal";"A";7500;6.62;0;0.16;"N";7
23;56000;"Rent";7.0;"Debtconsolidation";"C";3500;0.0;0;0.06;"Y";3
32;75000;"Rent";3.0;"Homeimprovement";"A";10000;7.29;0;0.13;"N";10
23;60000;"Rent";4.0;"Medical";"A";12000;6.03;0;0.2;"N";3
29;40000;"Rent";4.0;"Venture";"A";5400;7.9;0;0.14;"N";7
39;44000;"Rent";11.0;"Medical";"D";1800;14.91;1;0.04;"N";17
24;45000;"Rent";3.0;"Medical";"D";2850;11.86;0;0.06;"N";2
27;12000;"Rent";1.0;"Debtconsolidation";"A";725;7.37;0;0.06;"N";6
24;53000;"Own";3.0;"Homeimprovement";"A";9800;7.51;0;0.18;"N";4
35;36000;"Rent";0.0;"Medical";"B";5000;9.91;0;0.14;"N";5
21;200000;"Mortgage";5.0;"Education";"C";16000;14.65;0;0.08;"N";4
39;108000;"Mortgage";3.0;"Homeimprovement";"A";12000;6.99;1;0.11;"N";13
31;100000;"Rent";2.0;"Venture";"A";10000;8.49;0;0.1;"N";5
30;54000;"Rent";0.0;"Medical";"B";6000;0.0;1;0.17;"N";2
27;54000;"Rent";2.0;"Personal";"D";20000;16.0;1;0.37;"N";6
22;61200;"Mortgage";6.0;"Medical";"E";16000;16.45;1;0.22;"N";4
36;80000;"Mortgage";4.0;"Venture";"A";10000;6.62;0;0.13;"N";14
30;47581;"Rent";2.0;"Medical";"C";6000;13.16;0;0.13;"Y";9
26;130000;"Mortgage";9.0;"Education";"A";7000;8.0;0;0.05;"N";2
41;19200;"Rent";2.0;"Medical";"D";2950;16.49;1;0.15;"Y";12
27;115752;"Mortgage";6.0;"Debtconsolidation";"B";10000;11.36;0;0.09;"N";7
21;50000;"Rent";0.0;"Homeimprovement";"D";15000;15.7;1;0.3;"Y";3
22;36000;"Rent";6.0;"Venture";"B";4000;0.0;0;0.11;"N";4
27;39000;"Rent";1.0;"Personal";"B";4000;10.74;0;0.1;"N";9
27;51600;"Mortgage";12.0;"Medical";"A";6000;8.9;0;0.12;"N";9
40;1200000;"Mortgage";1.0;"Medical";"A";10000;0.0;0;0.01;"N";16
22;33000;"Rent";5.0;"Debtconsolidation";"B";7800;10.99;0;0.24;"N";3
31;120000;"Mortgage";9.0;"Medical";"A";10000;7.51;0;0.08;"N";7
22;96000;"Mortgage";6.0;"Education";"C";6000;13.49;0;0.06;"N";3
26;55000;"Rent";0.0;"Education";"A";4000;6.92;0;0.07;"N";4
25;28000;"Rent";0.0;"Medical";"B";1800;12.53;0;0.06;"N";3
33;80000;"Rent";10.0;"Debtconsolidation";"A";6000;8.49;0;0.07;"N";6
26;40000;"Mortgage";6.0;"Venture";"C";10750;12.84;0;0.27;"Y";4
21;89610;"Rent";3.0;"Debtconsolidation";"A";5600;6.54;0;0.06;"N";4
28;82300;"Rent";3.0;"Venture";"A";3600;9.63;0;0.04;"N";8
25;44000;"Rent";2.0;"Medical";"D";10000;15.65;1;0.23;"Y";4
23;89000;"Rent";7.0;"Education";"C";7000;0.0;0;0.08;"Y";3
24;24000;"Rent";0.0;"Venture";"D";7000;15.62;1;0.29;"N";4
33;40000;"Rent";6.0;"Venture";"A";3000;5.42;0;0.07;"N";10
25;19200;"Other";5.0;"Homeimprovement";"B";16000;12.73;0;0.833333333;"N";3
33;40000;"Rent";4.0;"Venture";"B";4000;0.0;0;0.1;"N";7
22;45600;"Rent";6.0;"Education";"C";7500;0.0;0;0.16;"N";4
24;54000;"Mortgage";6.0;"Homeimprovement";"C";6300;14.65;1;0.12;"Y";2
26;62361;"Mortgage";6.0;"Personal";"B";21650;12.69;0;0.35;"N";4
34;30636;"Rent";4.0;"Personal";"B";10000;10.37;1;0.33;"N";5
22;53000;"Mortgage";0.0;"Debtconsolidation";"A";5025;7.49;0;0.09;"N";3
27;33000;"Rent";4.0;"Medical";"A";10625;6.62;1;0.32;"N";5
28;69996;"Rent";8.0;"Debtconsolidation";"A";3500;6.62;0;0.05;"N";9
23;59000;"Rent";7.0;"Education";"A";7500;6.54;0;0.13;"N";2
28;54000;"Rent";1.0;"Medical";"D";2000;14.42;1;0.04;"N";7
22;65000;"Mortgage";6.0;"Education";"A";12800;5.99;0;0.2;"N";4
35;200000;"Mortgage";3.0;"Education";"C";25000;0.0;0;0.13;"Y";7
33;42000;"Rent";4.0;"Medical";"C";3600;12.68;0;0.09;"Y";5
25;57000;"Own";4.0;"Medical";"A";900;8.63;0;0.02;"N";4
28;50000;"Rent";2.0;"Education";"B";3000;10.37;0;0.06;"N";9
27;33600;"Rent";0.0;"Medical";"D";3000;16.89;1;0.09;"N";8
25;80000;"Rent";6.0;"Education";"C";12000;12.99;0;0.15;"N";3
44;171996;"Mortgage";19.0;"Venture";"B";25000;9.62;0;0.15;"N";11
23;75000;"Mortgage";7.0;"Education";"B";7100;9.25;0;0.09;"N";2
33;55070;"Rent";0.0;"Medical";"A";9000;8.49;0;0.16;"N";5
23;45000;"Rent";8.0;"Education";"B";19600;9.91;1;0.44;"N";2
43;11340;"Rent";4.0;"Education";"C";1950;0.0;1;0.17;"N";11
30;25000;"Mortgage";10.0;"Personal";"A";6400;7.51;0;0.26;"N";8
32;50000;"Mortgage";0.0;"Medical";"A";5000;8.59;0;0.1;"N";9
23;150000;"Mortgage";7.0;"Debtconsolidation";"A";9600;6.92;0;0.06;"N";2
29;54000;"Mortgage";8.0;"Medical";"D";14800;15.31;1;0.27;"Y";10
24;31609;"Rent";4.0;"Medical";"C";4000;13.92;0;0.13;"Y";4
36;29500;"Own";4.0;"Venture";"B";1250;11.83;0;0.04;"N";15
51;52250;"Rent";4.0;"Venture";"C";9200;13.61;0;0.18;"N";24
29;85000;"Mortgage";12.0;"Personal";"B";25000;9.25;0;0.29;"N";10
22;70000;"Mortgage";6.0;"Venture";"B";2000;10.74;0;0.03;"N";2
30;90000;"Mortgage";2.0;"Homeimprovement";"B";7000;11.71;0;0.08;"N";10
27;27996;"Rent";0.0;"Personal";"B";12250;11.26;1;0.44;"N";7
21;24000;"Rent";4.0;"Homeimprovement";"C";9600;14.27;1;0.4;"N";4
36;48000;"Rent";2.0;"Medical";"C";20000;13.61;1;0.42;"N";14
30;17280;"Mortgage";0.0;"Personal";"C";2000;0.0;0;0.12;"N";7
22;46500;"Mortgage";0.0;"Debtconsolidation";"B";9500;12.69;1;0.2;"N";4
33;120000;"Rent";9.0;"Debtconsolidation";"B";25000;11.36;0;0.21;"N";8
23;74000;"Rent";7.0;"Homeimprovement";"A";7000;6.03;1;0.09;"N";3
27;31200;"Mortgage";1.0;"Debtconsolidation";"A";7500;7.74;0;0.24;"N";5
27;100000;"Mortgage";1.0;"Homeimprovement";"A";20000;6.17;0;0.2;"N";7
33;45000;"Mortgage";3.0;"Homeimprovement";"D";8000;16.49;1;0.18;"Y";6
23;37500;"Rent";2.0;"Debtconsolidation";"C";8000;14.26;0;0.21;"N";4
26;88200;"Mortgage";9.0;"Homeimprovement";"B";3000;10.59;0;0.03;"N";4
22;70600;"Mortgage";6.0;"Medical";"C";7450;13.06;0;0.11;"Y";4
51;37200;"Rent";4.0;"Medical";"B";3000;10.62;1;0.08;"N";30
30;101500;"Rent";2.0;"Homeimprovement";"B";18000;12.18;0;0.18;"N";7
23;33000;"Rent";0.0;"Debtconsolidation";"A";11000;7.66;1;0.33;"N";2
24;38244;"Rent";6.0;"Personal";"A";10000;7.88;0;0.26;"N";3
43;62000;"Mortgage";2.0;"Education";"B";20000;10.25;0;0.32;"N";14
21;55692;"Rent";5.0;"Personal";"A";5600;6.62;0;0.1;"N";2
23;135000;"Mortgage";1.0;"Education";"D";12500;15.99;0;0.09;"N";4
42;38000;"Mortgage";9.0;"Medical";"A";6500;0.0;0;0.17;"N";14
31;32000;"Mortgage";3.0;"Debtconsolidation";"B";6000;11.86;0;0.19;"N";8
27;45000;"Mortgage";12.0;"Debtconsolidation";"B";5000;9.25;0;0.11;"N";10
22;27800;"Rent";3.0;"Medical";"A";6800;8.49;0;0.24;"N";3
23;144000;"Rent";0.0;"Education";"B";24250;11.83;0;0.17;"N";3
24;64151;"Rent";0.0;"Education";"B";5000;11.86;0;0.08;"N";4
25;72000;"Mortgage";9.0;"Personal";"F";18000;20.89;0;0.25;"Y";4
31;200000;"Other";0.0;"Venture";"A";5000;0.0;0;0.04;"N";5
21;18000;"Rent";5.0;"Homeimprovement";"B";7000;11.14;1;0.39;"N";4
39;60197;"Rent";6.0;"Personal";"A";5200;0.0;0;0.09;"N";11
23;43949;"Rent";7.0;"Medical";"B";3000;11.49;0;0.07;"N";2
33;64000;"Rent";14.0;"Venture";"E";11000;15.68;1;0.17;"Y";5
21;7200;"Rent";0.0;"Venture";"C";2500;13.11;1;0.35;"N";3
28;55000;"Rent";7.0;"Education";"A";1500;7.37;0;0.03;"N";8
25;19200;"Rent";0.0;"Debtconsolidation";"C";3800;14.35;1;0.2;"Y";4
26;45000;"Rent";3.0;"Medical";"A";6000;7.49;0;0.13;"N";3
27;81000;"Rent";5.0;"Homeimprovement";"B";7500;10.25;0;0.09;"N";7
23;96000;"Mortgage";0.0;"Venture";"B";20000;11.11;0;0.21;"N";2
32;53000;"Mortgage";1.0;"Education";"C";6800;12.84;0;0.13;"Y";7
38;18720;"Rent";0.0;"Debtconsolidation";"D";6000;15.99;1;0.32;"Y";12
22;41604;"Own";1.0;"Education";"B";14400;0.0;0;0.35;"N";4
25;39996;"Rent";9.0;"Venture";"B";6000;9.7;0;0.15;"N";4
21;38400;"Rent";5.0;"Venture";"B";2000;0.0;0;0.05;"N";2
28;276000;"Rent";1.0;"Personal";"A";5000;6.62;0;0.02;"N";10
27;41000;"Rent";3.0;"Debtconsolidation";"C";7000;12.73;0;0.17;"Y";5
25;225000;"Mortgage";9.0;"Homeimprovement";"B";21000;11.11;0;0.09;"N";3
23;57500;"Rent";5.0;"Education";"A";9000;6.91;0;0.16;"N";2
35;45000;"Mortgage";5.0;"Venture";"A";6000;6.99;0;0.13;"N";9
25;39000;"Rent";4.0;"Medical";"A";4000;7.88;0;0.1;"N";4
24;89000;"Own";7.0;"Homeimprovement";"D";15000;17.58;0;0.17;"N";4
24;50000;"Mortgage";4.0;"Medical";"A";4000;0.0;0;0.08;"N";2
30;30809;"Rent";1.0;"Medical";"B";11200;11.99;1;0.36;"N";8
29;104000;"Mortgage";7.0;"Debtconsolidation";"A";35000;7.49;0;0.34;"N";8
48;19200;"Own";1.0;"Medical";"C";7000;0.0;1;0.36;"N";16
24;40000;"Rent";5.0;"Debtconsolidation";"C";13000;14.26;1;0.33;"N";3
24;60000;"Rent";3.0;"Venture";"C";22000;14.26;1;0.37;"Y";2
28;44000;"Rent";3.0;"Medical";"E";19000;16.82;1;0.43;"N";8
28;35000;"Mortgage";1.0;"Venture";"B";4000;10.99;0;0.11;"N";6
28;48000;"Rent";5.0;"Debtconsolidation";"B";15000;11.99;1;0.31;"N";10
22;50000;"Rent";2.0;"Education";"A";8000;6.62;0;0.16;"N";3
26;15000;"Rent";0.0;"Debtconsolidation";"B";4375;12.69;1;0.29;"N";4
29;58327;"Rent";4.0;"Venture";"B";9600;11.48;0;0.16;"N";5
21;28776;"Mortgage";0.0;"Venture";"A";8000;8.9;0;0.28;"N";2
38;50000;"Mortgage";8.0;"Personal";"B";10000;0.0;0;0.2;"N";15
27;29120;"Own";0.0;"Venture";"A";4000;0.0;0;0.14;"N";7
28;90000;"Own";5.0;"Homeimprovement";"D";20000;15.28;0;0.22;"Y";6
29;43680;"Own";0.0;"Debtconsolidation";"D";10000;14.46;0;0.23;"N";8
30;38004;"Rent";4.0;"Venture";"B";6000;0.0;0;0.16;"N";10
24;62500;"Rent";5.0;"Education";"A";11500;5.79;0;0.18;"N";3
27;52000;"Rent";0.0;"Homeimprovement";"B";5100;10.37;0;0.1;"N";9
31;58000;"Mortgage";15.0;"Venture";"A";8875;0.0;0;0.15;"N";6
27;90000;"Rent";7.0;"Venture";"C";10000;14.27;0;0.11;"Y";8
38;40000;"Mortgage";5.0;"Personal";"A";10000;5.99;0;0.25;"N";17
32;66300;"Mortgage";5.0;"Medical";"A";6075;6.03;0;0.09;"N";6
26;48000;"Rent";3.0;"Debtconsolidation";"B";8000;9.96;0;0.17;"N";3
36;74000;"Mortgage";4.0;"Education";"B";10250;11.48;1;0.14;"N";15
27;76800;"Mortgage";3.0;"Education";"B";5000;11.49;0;0.07;"N";7
35;35000;"Mortgage";4.0;"Medical";"C";5200;15.23;0;0.15;"N";6
36;53000;"Rent";1.0;"Education";"A";3500;9.32;0;0.07;"N";17
24;100000;"Rent";4.0;"Medical";"A";15000;7.49;0;0.15;"N";2
24;63000;"Mortgage";8.0;"Personal";"C";11400;13.79;0;0.18;"N";4
29;58500;"Rent";1.0;"Medical";"D";22000;13.67;1;0.38;"N";6
30;58000;"Own";7.0;"Personal";"A";6000;5.79;0;0.1;"N";5
25;122000;"Mortgage";9.0;"Personal";"C";20000;13.23;0;0.16;"Y";4
36;84695;"Rent";2.0;"Medical";"A";12000;7.29;0;0.14;"N";14
27;31400;"Rent";1.0;"Medical";"B";3500;11.71;0;0.11;"N";8
39;55000;"Rent";0.0;"Medical";"B";3000;10.2;0;0.05;"N";15
24;49000;"Rent";8.0;"Education";"A";7000;7.49;1;0.14;"N";4
35;200000;"Rent";7.0;"Medical";"B";5000;0.0;0;0.03;"N";10
40;250000;"Mortgage";8.0;"Education";"A";28000;7.9;0;0.11;"N";13
33;66000;"Own";16.0;"Medical";"A";3500;0.0;0;0.05;"N";9
23;51000;"Rent";3.0;"Debtconsolidation";"E";7200;14.67;1;0.14;"N";3
22;108600;"Mortgage";6.0;"Education";"C";14400;13.48;0;0.13;"N";3
26;35000;"Mortgage";10.0;"Homeimprovement";"B";2500;9.25;0;0.07;"N";3
27;54000;"Mortgage";0.0;"Debtconsolidation";"A";2000;7.14;0;0.04;"N";9
25;50000;"Mortgage";9.0;"Debtconsolidation";"B";5000;11.36;0;0.1;"N";2
29;48000;"Own";3.0;"Personal";"C";9600;12.23;0;0.2;"Y";8
27;65000;"Other";11.0;"Personal";"A";1500;12.42;0;0.023076923;"N";2
28;75000;"Mortgage";5.0;"Medical";"A";16800;6.03;0;0.22;"N";8
26;82000;"Rent";8.0;"Homeimprovement";"A";6000;7.88;0;0.07;"N";3
31;50000;"Rent";8.0;"Debtconsolidation";"A";6500;9.38;0;0.13;"N";5
27;70000;"Mortgage";4.0;"Homeimprovement";"D";8000;14.46;0;0.11;"N";7
26;111147;"Mortgage";4.0;"Education";"C";15000;13.61;0;0.13;"Y";2
22;53774;"Mortgage";6.0;"Debtconsolidation";"E";8600;19.42;1;0.16;"N";2
22;63000;"Own";6.0;"Education";"D";9000;0.0;0;0.14;"N";4
37;75996;"Mortgage";2.0;"Debtconsolidation";"A";4400;0.0;0;0.06;"N";17
23;46000;"Mortgage";2.0;"Medical";"B";10000;10.36;0;0.22;"N";3
22;80000;"Rent";3.0;"Personal";"D";33950;14.54;1;0.42;"Y";4
25;31200;"Mortgage";0.0;"Education";"E";4750;0.0;1;0.15;"N";2
33;48000;"Mortgage";7.0;"Medical";"A";13800;8.9;0;0.29;"N";6
38;58000;"Rent";4.0;"Medical";"E";9500;16.35;1;0.16;"Y";16
28;60000;"Mortgage";12.0;"Homeimprovement";"A";20000;7.9;0;0.33;"N";7
32;31000;"Rent";2.0;"Education";"D";7400;16.77;1;0.24;"N";6
33;57000;"Mortgage";7.0;"Education";"B";15000;10.39;0;0.26;"N";7
27;32000;"Mortgage";0.0;"Medical";"C";7500;11.59;1;0.23;"Y";9
22;90000;"Rent";6.0;"Venture";"B";12000;0.0;0;0.13;"N";4
25;61959;"Rent";9.0;"Education";"C";25000;12.73;1;0.4;"Y";4
24;32000;"Rent";1.0;"Homeimprovement";"C";6000;13.49;1;0.19;"N";3
30;42000;"Mortgage";13.0;"Education";"D";3000;15.33;0;0.07;"Y";9
21;30600;"Rent";0.0;"Debtconsolidation";"A";7000;7.29;0;0.23;"N";2
26;51000;"Mortgage";2.0;"Venture";"A";12000;6.17;0;0.24;"N";4
28;66560;"Rent";4.0;"Personal";"B";4800;10.36;0;0.07;"N";5
33;62000;"Mortgage";3.0;"Education";"A";10000;7.88;0;0.16;"N";6
25;30780;"Mortgage";0.0;"Medical";"A";5500;8.49;1;0.18;"N";4
24;112500;"Mortgage";3.0;"Education";"C";8600;13.11;0;0.08;"Y";3
32;48750;"Rent";5.0;"Debtconsolidation";"C";3000;13.49;0;0.06;"N";7
34;69204;"Rent";4.0;"Personal";"B";10000;12.18;0;0.14;"N";6
35;24960;"Rent";6.0;"Venture";"A";1400;8.49;0;0.06;"N";7
24;64800;"Mortgage";5.0;"Venture";"A";11000;5.79;0;0.17;"N";3
22;58650;"Mortgage";5.0;"Medical";"D";9250;15.21;1;0.13;"N";4
25;150000;"Mortgage";5.0;"Debtconsolidation";"A";10000;6.54;0;0.07;"N";4
23;46932;"Own";0.0;"Education";"A";7000;5.79;0;0.15;"N";4
27;60000;"Own";11.0;"Venture";"C";4000;13.98;0;0.07;"Y";7
27;60000;"Rent";3.0;"Venture";"A";2400;7.49;0;0.04;"N";6
29;79200;"Mortgage";0.0;"Debtconsolidation";"A";8000;5.42;0;0.1;"N";5
23;72000;"Mortgage";6.0;"Homeimprovement";"C";12000;13.61;1;0.17;"N";4
24;33500;"Rent";5.0;"Homeimprovement";"C";2000;13.8;1;0.06;"N";2
24;75000;"Mortgage";3.0;"Venture";"F";25000;19.74;0;0.33;"N";4
23;66000;"Mortgage";5.0;"Venture";"A";6000;6.62;0;0.09;"N";2
37;77000;"Mortgage";2.0;"Venture";"C";15000;12.29;0;0.19;"N";15
23;53616;"Rent";6.0;"Education";"B";1600;12.42;0;0.03;"N";4
23;48000;"Mortgage";2.0;"Education";"A";10000;9.32;0;0.21;"N";4
23;30000;"Mortgage";0.0;"Venture";"B";13000;0.0;0;0.43;"N";2
30;96000;"Rent";1.0;"Venture";"B";4000;10.75;0;0.04;"N";5
24;16800;"Rent";1.0;"Education";"C";5000;14.22;1;0.3;"Y";4
26;54011;"Rent";10.0;"Education";"D";9500;16.29;0;0.18;"N";2
24;105000;"Rent";5.0;"Homeimprovement";"C";4800;0.0;0;0.05;"Y";2
28;60000;"Rent";8.0;"Education";"A";10000;8.9;0;0.17;"N";9
22;115200;"Rent";0.0;"Debtconsolidation";"A";7000;7.66;0;0.06;"N";2
22;45975;"Mortgage";6.0;"Medical";"B";10375;0.0;0;0.23;"N";4
24;36000;"Rent";1.0;"Medical";"A";7000;6.03;0;0.19;"N";3
26;50004;"Own";2.0;"Homeimprovement";"D";11000;13.87;0;0.22;"Y";4
31;24000;"Rent";3.0;"Venture";"A";6000;8.49;0;0.25;"N";9
23;82500;"Mortgage";0.0;"Education";"A";5000;8.49;0;0.06;"N";4
25;48500;"Other";1.0;"Education";"E";19500;15.57;1;0.4;"N";4
21;33280;"Mortgage";5.0;"Venture";"C";11200;13.92;1;0.34;"N";4
21;46200;"Rent";5.0;"Education";"A";6000;0.0;0;0.13;"N";4
34;72000;"Rent";17.0;"Medical";"C";2400;13.16;0;0.03;"N";8
31;56000;"Mortgage";4.0;"Education";"A";8000;8.59;0;0.14;"N";5
22;36000;"Own";4.0;"Debtconsolidation";"D";5000;14.61;0;0.14;"Y";4
23;120000;"Rent";1.0;"Education";"B";25600;12.69;0;0.21;"N";3
22;82570;"Rent";6.0;"Venture";"C";18000;15.27;0;0.22;"N";2
29;65004;"Mortgage";7.0;"Education";"A";5000;6.17;0;0.08;"N";7
29;67171;"Rent";13.0;"Medical";"A";1600;8.9;0;0.02;"N";7
26;59000;"Rent";10.0;"Medical";"A";20000;6.17;1;0.34;"N";3
34;23000;"Own";2.0;"Venture";"A";2500;0.0;0;0.11;"N";9
27;75000;"Rent";11.0;"Venture";"D";6000;15.21;0;0.08;"Y";9
27;78000;"Own";2.0;"Personal";"A";15000;8.94;0;0.19;"N";7
34;30000;"Mortgage";4.0;"Personal";"A";4300;7.9;0;0.14;"N";9
26;30000;"Mortgage";10.0;"Venture";"A";6500;6.62;0;0.22;"N";3
30;65000;"Mortgage";15.0;"Debtconsolidation";"A";7500;6.17;0;0.12;"N";9
28;37200;"Rent";0.0;"Homeimprovement";"D";9000;14.59;1;0.24;"Y";8
33;44000;"Mortgage";2.0;"Education";"C";7000;12.99;1;0.16;"Y";8
30;77000;"Mortgage";4.0;"Debtconsolidation";"A";8000;7.14;0;0.1;"N";7
30;96000;"Mortgage";14.0;"Homeimprovement";"A";6000;5.42;0;0.06;"N";6
22;42000;"Own";2.0;"Venture";"A";9000;7.66;0;0.21;"N";2
24;19200;"Rent";1.0;"Homeimprovement";"C";8000;13.61;1;0.42;"Y";3
24;85000;"Mortgage";8.0;"Medical";"B";25600;12.69;0;0.3;"N";4
24;165000;"Mortgage";5.0;"Personal";"B";20000;10.37;0;0.12;"N";4
39;56004;"Mortgage";1.0;"Homeimprovement";"B";6000;11.36;0;0.11;"N";13
23;42000;"Mortgage";1.0;"Personal";"C";2275;0.0;0;0.04;"N";2
28;96000;"Mortgage";12.0;"Personal";"B";6000;12.69;0;0.06;"N";10
23;75600;"Rent";3.0;"Personal";"E";20000;16.32;0;0.26;"Y";3
21;30000;"Mortgage";0.0;"Medical";"A";7125;7.51;1;0.24;"N";4
23;40000;"Mortgage";7.0;"Education";"B";3500;12.21;0;0.09;"N";3
57;56650;"Rent";1.0;"Personal";"C";5000;15.96;0;0.09;"N";24
36;52000;"Rent";2.0;"Education";"C";7000;13.85;1;0.13;"Y";14
32;70000;"Mortgage";3.0;"Venture";"A";4000;5.79;0;0.06;"N";5
49;74000;"Mortgage";20.0;"Debtconsolidation";"E";12000;17.99;1;0.16;"N";15
25;33000;"Rent";1.0;"Venture";"C";7100;14.65;1;0.22;"Y";4
23;25200;"Rent";0.0;"Homeimprovement";"C";6000;13.23;1;0.24;"Y";4
23;35352;"Mortgage";0.0;"Education";"A";6500;5.42;0;0.18;"N";2
22;42000;"Rent";0.0;"Venture";"C";2500;13.92;0;0.06;"Y";3
32;84000;"Rent";0.0;"Personal";"B";14400;11.99;0;0.17;"N";6
28;99996;"Rent";6.0;"Venture";"C";12000;13.61;0;0.12;"Y";9
26;64956;"Mortgage";0.0;"Debtconsolidation";"C";7500;13.47;0;0.12;"Y";3
39;52000;"Rent";2.0;"Venture";"B";4500;11.99;0;0.09;"N";11
32;100000;"Mortgage";4.0;"Venture";"A";9500;5.79;0;0.1;"N";8
28;54000;"Mortgage";12.0;"Debtconsolidation";"A";11500;7.88;0;0.21;"N";6
29;108000;"Rent";11.0;"Education";"B";16000;0.0;1;0.15;"N";7
34;135000;"Mortgage";2.0;"Personal";"A";15000;5.42;0;0.11;"N";6
24;85850;"Mortgage";3.0;"Medical";"D";12000;15.99;1;0.12;"Y";4
23;33000;"Rent";3.0;"Debtconsolidation";"B";4000;10.96;0;0.12;"N";4
33;87000;"Mortgage";1.0;"Personal";"D";5000;14.96;0;0.06;"N";6
26;45000;"Mortgage";0.0;"Homeimprovement";"C";4000;13.92;0;0.09;"N";2
29;48000;"Mortgage";3.0;"Venture";"C";17375;14.27;0;0.36;"Y";10
23;60000;"Mortgage";3.0;"Personal";"B";12000;10.65;0;0.2;"N";2
33;88000;"Rent";3.0;"Venture";"D";9000;14.54;0;0.1;"N";9
26;55000;"Mortgage";10.0;"Homeimprovement";"A";9800;7.88;0;0.18;"N";3
23;29730;"Rent";2.0;"Debtconsolidation";"A";5000;7.66;0;0.17;"N";4
24;63000;"Rent";2.0;"Education";"A";5000;9.32;0;0.08;"N";4
24;120000;"Mortgage";8.0;"Personal";"A";16000;0.0;0;0.13;"N";3
25;54000;"Mortgage";5.0;"Homeimprovement";"B";5100;9.62;0;0.09;"N";4
26;32496;"Mortgage";8.0;"Debtconsolidation";"D";4200;16.02;1;0.13;"N";3
